SquareFootage,Bedrooms,Location,Price
2012,3,Rural,201350000
2349,2,Urban,237000000
1188,2,Urban,120900000
1503,2,Urban,152400000
2538,5,Urban,256050000
1663,4,Suburb,166500000
1859,3,Urban,188050000
878,4,Rural,88000000
2098,4,Suburb,210000000
2101,4,Rural,210300000
1473,4,Suburb,147500000
1003,3,Suburb,100450000
1784,3,Urban,180550000
2775,4,Urban,279700000
816,3,Rural,81750000
1275,3,Suburb,127650000
1816,2,Suburb,181700000
1009,3,Urban,103050000
1298,5,Suburb,130050000
1228,4,Urban,125000000
2129,3,Urban,215050000
2905,4,Rural,290700000
2353,3,Urban,237450000
2031,4,Urban,205300000
2334,5,Suburb,233650000
2667,3,Rural,266850000
2676,3,Rural,267750000
1698,5,Rural,170050000
1906,3,Urban,192750000
1867,4,Rural,186900000
2306,5,Urban,232850000
2467,2,Urban,248800000
1292,4,Urban,131400000
1404,3,Urban,142550000
1747,4,Rural,174900000
1093,5,Rural,109550000
1971,3,Suburb,197250000
2818,3,Rural,281950000
971,5,Suburb,97350000
2386,2,Rural,238700000
1330,3,Rural,133150000
1943,3,Rural,194450000
2659,3,Urban,268050000
2560,2,Rural,256100000
2913,4,Rural,291500000
2988,2,Suburb,298900000
988,4,Rural,99000000
957,3,Urban,97850000
2770,4,Rural,277200000
1045,4,Suburb,104700000
1649,4,Rural,165100000
2610,4,Rural,261200000
1894,3,Suburb,189550000
2136,5,Rural,213850000
2926,2,Suburb,292700000
968,4,Suburb,97000000
2451,3,Urban,247250000
2309,3,Urban,233050000
2595,3,Suburb,259650000
1419,3,Urban,144050000
2964,4,Urban,298600000
1156,2,Suburb,115700000
2477,3,Rural,247850000
2011,2,Rural,201200000
2104,2,Rural,210500000
2334,2,Urban,235500000
2289,5,Urban,231150000
2763,3,Rural,276450000
2161,3,Suburb,216250000
998,3,Suburb,99950000
2587,2,Suburb,258800000
1873,3,Urban,189450000
1965,3,Rural,196650000
2606,2,Suburb,260700000
2337,3,Rural,233850000
830,4,Rural,83200000
1459,5,Urban,148150000
1346,4,Suburb,134800000
1929,4,Urban,195100000
2944,4,Rural,294600000
1170,2,Rural,117100000
1923,3,Rural,192450000
2268,4,Suburb,227000000
2291,4,Suburb,229300000
2902,3,Suburb,290350000
1951,2,Rural,195200000
2879,4,Rural,288100000
892,3,Suburb,89350000
2081,3,Rural,208250000
2725,5,Rural,272750000
2043,4,Rural,204500000
2371,4,Suburb,237300000
1215,5,Urban,123750000
2344,3,Urban,236550000
1488,3,Urban,150950000
2465,4,Suburb,246700000
2858,4,Rural,286000000
2330,5,Urban,235250000
1218,4,Urban,124000000
1945,4,Suburb,194700000
1710,2,Rural,171100000
2154,5,Rural,215650000
2366,3,Suburb,236750000
1211,4,Urban,123300000
2047,3,Rural,204850000
952,4,Rural,95400000
2035,2,Urban,205600000
891,5,Suburb,89350000
1130,5,Urban,115250000
2464,3,Rural,246550000
1754,2,Suburb,175500000
2051,3,Urban,207250000
993,2,Urban,101400000
1329,4,Suburb,133100000
2066,4,Rural,206800000
2273,2,Suburb,227400000
1438,4,Suburb,144000000
2410,5,Rural,241250000
2397,2,Urban,241800000
1497,2,Suburb,149800000
2845,3,Suburb,284650000
2501,2,Urban,252200000
1339,3,Rural,134050000
1129,2,Urban,115000000
1269,5,Urban,129150000
1333,5,Suburb,133550000
2762,5,Suburb,276450000
1266,3,Rural,126750000
1561,3,Suburb,156250000
1805,4,Urban,182700000
1690,3,Urban,171150000
2755,3,Rural,275650000
1753,5,Suburb,175550000
2243,2,Suburb,224400000
2472,3,Rural,247350000
1631,4,Rural,163300000
1643,2,Suburb,164400000
2119,3,Rural,212050000
983,2,Urban,100400000
2083,2,Rural,208400000
2490,2,Urban,251100000
2232,2,Urban,225300000
2596,2,Urban,261700000
1426,3,Suburb,142750000
2855,2,Urban,287600000
1582,2,Rural,158300000
2307,4,Urban,232900000
2584,4,Suburb,258600000
1574,2,Suburb,157500000
2559,3,Suburb,256050000
2663,4,Suburb,266500000
1806,4,Rural,180800000
1476,2,Suburb,147700000
2630,3,Rural,263150000
1010,5,Suburb,101250000
2136,3,Suburb,213750000
2427,4,Rural,242900000
2160,4,Urban,218200000
1289,4,Rural,129100000
2226,4,Urban,224800000
990,4,Rural,99200000
1642,2,Urban,166300000
1134,2,Suburb,113500000
2442,2,Urban,246300000
1910,4,Urban,193200000
1378,2,Suburb,137900000
861,4,Suburb,86300000
1186,3,Urban,120750000
1969,5,Urban,199150000
1418,3,Rural,141950000
2483,5,Suburb,248550000
2677,2,Suburb,267800000
1286,5,Suburb,128850000
2077,3,Rural,207850000
1340,3,Rural,134150000
2335,5,Urban,235750000
2860,3,Rural,286150000
950,2,Rural,95100000
1873,3,Rural,187450000
2038,5,Suburb,204050000
1790,2,Urban,181100000
1171,5,Rural,117350000
1936,4,Rural,193800000
2900,4,Rural,290200000
1953,2,Suburb,195400000
992,2,Urban,101300000
1880,3,Urban,190150000
2944,5,Rural,294650000
997,4,Urban,101900000
2994,3,Suburb,299550000
2398,4,Rural,240000000
2400,3,Urban,242150000
1483,3,Rural,148450000
1132,4,Suburb,113400000
2043,3,Rural,204450000
2221,4,Suburb,222300000
2165,2,Rural,216600000
2621,5,Rural,262350000
2291,3,Urban,231250000
2571,4,Urban,259300000
2810,4,Suburb,281200000
2012,5,Suburb,201450000
1943,5,Suburb,194550000
904,5,Urban,92650000
1606,3,Rural,160750000
1864,4,Suburb,186600000
1688,3,Rural,168950000
1120,3,Rural,112150000
2300,2,Urban,232100000
2368,5,Urban,239050000
2596,2,Rural,259700000
2319,2,Suburb,232000000
2718,3,Urban,273950000
2665,3,Rural,266650000
2205,4,Urban,222700000
2304,2,Rural,230500000
2759,5,Urban,278150000
804,2,Suburb,80500000
2881,4,Suburb,288300000
1968,2,Urban,198900000
1147,2,Urban,116800000
2565,2,Urban,258600000
924,4,Suburb,92600000
2613,2,Urban,263400000
1297,3,Suburb,129850000
1976,2,Urban,199700000
852,3,Urban,87350000
948,2,Rural,94900000
1302,3,Suburb,130350000
1669,2,Urban,169000000
1018,5,Suburb,102050000
2100,3,Rural,210150000
2930,5,Suburb,293250000
1537,3,Suburb,153850000
1089,2,Suburb,109000000
1138,4,Suburb,114000000
2493,2,Suburb,249400000
2668,4,Suburb,267000000
1786,5,Suburb,178850000
1758,4,Urban,178000000
2030,4,Urban,205200000
2088,4,Suburb,209000000
2806,4,Suburb,280800000
1172,5,Urban,119450000
2311,4,Rural,231300000
1330,2,Urban,135100000
1723,3,Rural,172450000
822,3,Suburb,82350000
2951,2,Suburb,295200000
1040,5,Urban,106250000
1804,2,Urban,182500000
2696,2,Urban,271700000
1965,4,Suburb,196700000
1613,4,Urban,163500000
1454,5,Urban,147650000
1582,5,Rural,158450000
807,3,Suburb,80850000
2514,5,Suburb,251650000
1374,2,Suburb,137500000
1711,3,Urban,173250000
1317,3,Suburb,131850000
2341,4,Urban,236300000
1282,4,Rural,128400000
1378,3,Suburb,137950000
1186,4,Rural,118800000
1211,4,Rural,121300000
2665,4,Suburb,266700000
2193,3,Suburb,219450000
2176,3,Urban,219750000
2767,3,Rural,276850000
2159,2,Rural,216000000
1705,3,Urban,172650000
2112,4,Suburb,211400000
1762,3,Rural,176350000
1764,2,Urban,178500000
2987,4,Rural,298900000
2776,5,Rural,277850000
1836,3,Urban,185750000
1463,3,Rural,146450000
1624,5,Urban,164650000
2687,4,Urban,270900000
1791,3,Rural,179250000
1932,2,Rural,193300000
2996,4,Suburb,299800000
2539,3,Suburb,254050000
1883,4,Rural,188500000
1234,3,Suburb,123550000
820,5,Suburb,82250000
2725,3,Urban,274650000
2272,4,Rural,227400000
1899,3,Suburb,190050000
1189,3,Suburb,119050000
2154,4,Suburb,215600000
1225,3,Rural,122650000
2525,3,Urban,254650000
1829,4,Rural,183100000
805,5,Urban,82750000
990,2,Suburb,99100000
947,2,Rural,94800000
1204,2,Urban,122500000
1057,2,Suburb,105800000
2937,2,Suburb,293800000
1623,2,Rural,162400000
809,4,Urban,83100000
1910,4,Suburb,191200000
1637,4,Suburb,163900000
1787,3,Suburb,178850000
1424,5,Urban,144650000
829,5,Urban,85150000
2975,2,Suburb,297600000
1878,2,Urban,189900000
1345,4,Suburb,134700000
1928,5,Suburb,193050000
1995,3,Urban,201650000
2322,3,Urban,234350000
2869,4,Rural,287100000
1416,2,Rural,141700000
948,5,Urban,97050000
2611,3,Urban,263250000
971,2,Urban,99200000
846,5,Urban,86850000
1425,3,Suburb,142650000
2610,2,Suburb,261100000
1252,3,Rural,125350000
2218,2,Urban,223900000
1553,2,Rural,155400000
1808,2,Urban,182900000
1933,5,Urban,195550000
2025,4,Urban,204700000
967,2,Suburb,96800000
885,2,Rural,88600000
2477,3,Urban,249850000
2782,3,Rural,278350000
1648,5,Rural,165050000
2286,4,Suburb,228800000
1241,3,Suburb,124250000
1070,5,Urban,109250000
2400,5,Rural,240250000
1143,5,Suburb,114550000
2006,2,Rural,200700000
2057,4,Rural,205900000
2332,4,Urban,235400000
1066,4,Rural,106800000
2453,2,Suburb,245400000
1692,2,Urban,171300000
1038,3,Urban,105950000
1714,3,Urban,173550000
2238,3,Suburb,223950000
2260,5,Urban,228250000
2681,4,Rural,268300000
2999,2,Urban,302000000
2215,3,Suburb,221650000
1166,5,Suburb,116850000
2393,2,Urban,241400000
885,5,Rural,88750000
2536,5,Suburb,253850000
2457,5,Suburb,245950000
2841,4,Suburb,284300000
1419,2,Urban,144000000
931,2,Suburb,93200000
1703,5,Suburb,170550000
1787,4,Suburb,178900000
2021,5,Urban,204350000
2894,3,Suburb,289550000
2563,2,Suburb,256400000
2026,2,Urban,204700000
2084,4,Urban,210600000
1489,2,Rural,149000000
1847,2,Suburb,184800000
1486,2,Urban,150700000
1585,4,Rural,158700000
1139,5,Suburb,114150000
1211,2,Urban,123200000
2796,5,Urban,281850000
1085,4,Suburb,108700000
1909,5,Suburb,191150000
1649,3,Rural,165050000
1229,2,Suburb,123000000
2404,4,Suburb,240600000
830,4,Suburb,83200000
1402,5,Urban,142450000
1239,2,Rural,124000000
1784,4,Rural,178600000
2172,3,Rural,217350000
2718,5,Urban,274050000
1211,3,Suburb,121250000
1327,3,Urban,134850000
1109,5,Rural,111150000
2611,3,Suburb,261250000
2161,5,Suburb,216350000
2838,5,Rural,284050000
1503,4,Suburb,150500000
1462,4,Urban,148400000
1164,3,Rural,116550000
1722,3,Urban,174350000
2960,3,Suburb,296150000
975,3,Rural,97650000
1972,3,Suburb,197350000
2001,4,Rural,200300000
1735,3,Rural,173650000
1181,3,Rural,118250000
2082,2,Rural,208300000
2012,5,Rural,201450000
1105,5,Suburb,110750000
2201,4,Rural,220300000
1401,5,Urban,142350000
1511,3,Rural,151250000
2265,5,Urban,228750000
1202,4,Suburb,120400000
1413,5,Rural,141550000
2601,5,Rural,260350000
976,2,Urban,99700000
1248,2,Rural,124900000
1542,3,Suburb,154350000
2364,5,Suburb,236650000
2778,3,Rural,277950000
1106,5,Urban,112850000
1550,3,Suburb,155150000
1668,3,Rural,166950000
1013,5,Urban,103550000
2417,2,Urban,243800000
2463,4,Suburb,246500000
2397,3,Rural,239850000
2980,4,Suburb,298200000
2472,5,Urban,249450000
1311,3,Suburb,131250000
1786,5,Rural,178850000
1052,3,Suburb,105350000
837,2,Urban,85800000
1428,3,Suburb,142950000
1786,3,Urban,180750000
2525,3,Urban,254650000
2893,5,Urban,291550000
2277,2,Suburb,227800000
2501,5,Rural,250350000
1104,4,Urban,112600000
2538,2,Suburb,253900000
1044,3,Urban,106550000
2544,3,Suburb,254550000
1824,3,Urban,184550000
1016,4,Suburb,101800000
1306,4,Urban,132800000
1560,3,Urban,158150000
1853,3,Urban,187450000
2704,4,Rural,270600000
1074,5,Suburb,107650000
1291,2,Rural,129200000
1626,2,Suburb,162700000
1750,4,Urban,177200000
1978,4,Suburb,198000000
1900,5,Suburb,190250000
2436,3,Urban,245750000
2255,4,Urban,227700000
838,5,Urban,86050000
2969,4,Suburb,297100000
943,3,Urban,96450000
1558,4,Urban,158000000
1046,3,Suburb,104750000
1564,5,Rural,156650000
2114,2,Suburb,211500000
1006,5,Suburb,100850000
2818,2,Suburb,281900000
2117,5,Urban,213950000
1500,2,Suburb,150100000
1087,5,Rural,108950000
2393,3,Suburb,239450000
1649,2,Suburb,165000000
849,2,Urban,87000000
2030,3,Urban,205150000
2708,3,Rural,270950000
2486,2,Suburb,248700000
2540,2,Suburb,254100000
2143,2,Suburb,214400000
2590,4,Suburb,259200000
2760,5,Suburb,276250000
1888,3,Suburb,188950000
1955,3,Urban,197650000
831,5,Rural,83350000
1667,3,Suburb,166850000
2066,3,Suburb,206750000
2015,2,Urban,203600000
1965,3,Suburb,196650000
2483,4,Urban,250500000
1400,4,Rural,140200000
2825,2,Suburb,282600000
2384,2,Rural,238500000
1787,3,Suburb,178850000
2014,2,Rural,201500000
2765,2,Rural,276600000
2239,5,Suburb,224150000
1319,2,Rural,132000000
2558,4,Urban,258000000
1668,3,Urban,168950000
2863,2,Rural,286400000
2631,5,Rural,263350000
1929,3,Urban,195050000
1082,3,Suburb,108350000
1160,3,Urban,118150000
1858,5,Rural,186050000
2960,4,Urban,298200000
2734,5,Suburb,273650000
1758,5,Urban,178050000
1876,3,Suburb,187750000
1904,5,Rural,190650000
2439,3,Urban,246050000
2192,2,Urban,221300000
830,2,Suburb,83100000
1503,5,Urban,152550000
1668,4,Urban,169000000
2184,3,Suburb,218550000
1032,5,Urban,105450000
1857,5,Suburb,185950000
2066,4,Rural,206800000
1750,3,Urban,177150000
858,5,Suburb,86050000
1101,4,Suburb,110300000
2845,3,Urban,286650000
2959,2,Suburb,296000000
2723,4,Rural,272500000
1116,5,Rural,111850000
2688,2,Urban,270900000
1968,3,Rural,196950000
1489,4,Urban,151100000
2681,2,Urban,270200000
2753,2,Suburb,275400000
817,5,Suburb,81950000
1978,2,Suburb,197900000
2329,5,Suburb,233150000
1577,3,Urban,159850000
1159,5,Suburb,116150000
1131,4,Suburb,113300000
2741,2,Rural,274200000
1327,3,Urban,134850000
2859,5,Rural,286150000
1898,5,Rural,190050000
1011,5,Rural,101350000
2514,3,Suburb,251550000
1853,3,Urban,187450000
1832,4,Rural,183400000
2132,3,Rural,213350000
2133,5,Urban,215550000
2640,3,Suburb,264150000
2595,5,Rural,259750000
2527,4,Urban,254900000
1390,4,Suburb,139200000
2514,5,Suburb,251650000
2938,3,Suburb,293950000
1255,3,Suburb,125650000
1243,2,Suburb,124400000
878,4,Urban,90000000
2298,4,Suburb,230000000
1726,5,Rural,172850000
2950,2,Urban,297100000
1422,3,Rural,142350000
2279,5,Rural,228150000
1033,3,Suburb,103450000
2417,3,Suburb,241850000
2830,3,Urban,285150000
1186,2,Urban,120700000
2434,4,Rural,243600000
837,4,Suburb,83900000
1984,3,Suburb,198550000
2285,2,Rural,228600000
2767,3,Suburb,276850000
2272,3,Urban,229350000
1040,5,Rural,104250000
1849,2,Suburb,185000000
2471,2,Rural,247200000
1361,4,Suburb,136300000
2799,4,Suburb,280100000
1605,3,Suburb,160650000
2729,5,Urban,275150000
1604,5,Rural,160650000
2475,5,Urban,249750000
2896,3,Urban,291750000
2477,4,Rural,247900000
845,2,Rural,84600000
2451,3,Suburb,245250000
881,5,Suburb,88350000
2609,5,Rural,261150000
1589,3,Suburb,159050000
1394,5,Suburb,139650000
2905,2,Rural,290600000
800,3,Urban,82150000
2296,2,Rural,229700000
1565,4,Rural,156700000
1470,5,Urban,149250000
2401,5,Suburb,240350000
1714,4,Urban,173600000
2644,4,Urban,266600000
2795,4,Rural,279700000
894,5,Suburb,89650000
1292,4,Suburb,129400000
949,3,Urban,97050000
1846,4,Rural,184800000
2038,3,Urban,205950000
1198,3,Suburb,119950000
2978,2,Suburb,297900000
1654,3,Rural,165550000
2995,3,Rural,299650000
1180,4,Urban,120200000
1351,5,Rural,135350000
1094,4,Urban,111600000
1943,2,Rural,194400000
1255,2,Urban,127600000
2353,5,Suburb,235550000
968,3,Suburb,96950000
1509,2,Suburb,151000000
2746,5,Suburb,274850000
2819,4,Suburb,282100000
2884,4,Suburb,288600000
2521,4,Rural,252300000
2084,3,Rural,208550000
1053,3,Rural,105450000
2120,5,Urban,214250000
2857,2,Rural,285800000
2925,4,Rural,292700000
1200,3,Urban,122150000
2956,3,Urban,297750000
2746,2,Suburb,274700000
1162,4,Rural,116400000
2158,4,Rural,216000000
884,2,Urban,90500000
2345,5,Suburb,234750000
2624,5,Rural,262650000
1107,2,Urban,112800000
1061,2,Urban,108200000
2721,5,Rural,272350000
1430,2,Urban,145100000
1479,4,Urban,150100000
1664,5,Rural,166650000
2525,5,Suburb,252750000
2651,5,Rural,265350000
1526,4,Suburb,152800000
2060,2,Urban,208100000
2448,3,Rural,244950000
1016,3,Rural,101750000
2069,4,Suburb,207100000
1247,4,Urban,126900000
1118,2,Rural,111900000
2709,3,Rural,271050000
2884,5,Urban,290650000
1857,4,Suburb,185900000
838,3,Rural,83950000
2402,5,Urban,242450000
1629,5,Rural,163150000
1655,2,Rural,165600000
2658,4,Rural,266000000
1902,5,Suburb,190450000
2300,4,Urban,232200000
2620,3,Rural,262150000
1641,3,Rural,164250000
2879,4,Rural,288100000
2055,5,Suburb,205750000
2739,5,Rural,274150000
1069,3,Urban,109050000
2924,5,Suburb,292650000
1534,5,Urban,155650000
1683,3,Rural,168450000
1912,2,Rural,191300000
1448,3,Suburb,144950000
1979,4,Rural,198100000
2942,2,Urban,296300000
816,4,Urban,83800000
916,2,Urban,93700000
1782,2,Rural,178300000
2646,3,Rural,264750000
2345,3,Suburb,234650000
2963,4,Suburb,296500000
1762,3,Urban,178350000
2076,2,Urban,209700000
1646,3,Suburb,164750000
1171,4,Suburb,117300000
2406,2,Urban,242700000
955,4,Suburb,95700000
1264,5,Rural,126650000
1582,3,Rural,158350000
1603,2,Suburb,160400000
1019,4,Suburb,102100000
2862,3,Rural,286350000
2573,3,Rural,257450000
916,4,Urban,93800000
2903,2,Suburb,290400000
2174,4,Rural,217600000
2818,3,Suburb,281950000
1107,4,Rural,110900000
1021,5,Rural,102350000
1996,3,Suburb,199750000
1596,2,Urban,161700000
2329,5,Rural,233150000
950,4,Suburb,95200000
2520,2,Rural,252100000
2356,5,Suburb,235850000
911,4,Suburb,91300000
1482,5,Rural,148450000
1961,3,Urban,198250000
2365,2,Rural,236600000
1692,5,Rural,169450000
2130,3,Urban,215150000
960,4,Urban,98200000
2225,3,Suburb,222650000
1077,4,Suburb,107900000
2356,2,Urban,237700000
1296,3,Urban,131750000
2195,3,Rural,219650000
2715,4,Urban,273700000
1454,5,Rural,145650000
1102,4,Rural,110400000
1237,5,Rural,123950000
985,4,Urban,100700000
2389,2,Urban,241000000
1472,5,Rural,147450000
2073,3,Urban,209450000
1800,5,Suburb,180250000
1482,4,Suburb,148400000
2518,4,Rural,252000000
1724,5,Urban,174650000
1798,3,Suburb,179950000
1084,2,Rural,108500000
1220,3,Suburb,122150000
2960,5,Rural,296250000
2294,4,Rural,229600000
1327,3,Rural,132850000
830,4,Suburb,83200000
961,4,Rural,96300000
2641,3,Rural,264250000
1504,5,Suburb,150650000
1521,3,Rural,152250000
2201,2,Suburb,220200000
1245,4,Rural,124700000
1226,4,Urban,124800000
2350,5,Urban,237250000
2767,4,Suburb,276900000
1520,4,Rural,152200000
2601,4,Suburb,260300000
2764,3,Rural,276550000
1857,4,Suburb,185900000
2844,3,Urban,286550000
1535,5,Suburb,153750000
1557,2,Urban,157800000
2595,4,Urban,261700000
2443,2,Urban,246400000
1553,3,Suburb,155450000
823,5,Suburb,82550000
2039,5,Urban,206150000
854,3,Suburb,85550000
2104,2,Rural,210500000
1769,4,Urban,179100000
1233,3,Rural,123450000
1007,3,Urban,102850000
932,3,Rural,93350000
2162,3,Urban,218350000
2019,3,Urban,204050000
2085,5,Urban,210750000
2105,3,Suburb,210650000
1168,5,Rural,117050000
2006,2,Urban,202700000
1581,4,Suburb,158300000
1366,5,Urban,138850000
1326,4,Rural,132800000
836,4,Urban,85800000
977,4,Suburb,97900000
1438,5,Urban,146050000
871,5,Urban,89350000
1972,5,Urban,199450000
2520,2,Urban,254100000
904,5,Suburb,90650000
2482,2,Urban,250300000
1020,5,Rural,102250000
2649,5,Rural,265150000
1662,4,Urban,168400000
1098,3,Suburb,109950000
841,4,Rural,84300000
1570,5,Urban,159250000
2262,3,Urban,228350000
2932,3,Suburb,293350000
2509,2,Urban,253000000
1790,3,Suburb,179150000
1510,2,Rural,151100000
1008,4,Urban,103000000
2071,2,Suburb,207200000
2034,5,Urban,205650000
838,3,Urban,85950000
2075,5,Rural,207750000
2626,3,Urban,264750000
1561,3,Suburb,156250000
2236,4,Suburb,223800000
2269,2,Suburb,227000000
2899,4,Urban,292100000
1173,2,Urban,119400000
1730,4,Rural,173200000
955,4,Urban,97700000
2365,3,Suburb,236650000
1913,4,Suburb,191500000
2916,4,Rural,291800000
2065,2,Suburb,206600000
1453,4,Suburb,145500000
862,3,Suburb,86350000
1308,4,Rural,131000000
2487,5,Rural,248950000
2247,5,Suburb,224950000
2492,2,Suburb,249300000
2188,2,Urban,220900000
2997,5,Urban,301950000
2094,4,Suburb,209600000
2404,4,Urban,242600000
1939,2,Suburb,194000000
1503,3,Suburb,150450000
1315,4,Urban,133700000
2737,5,Rural,273950000
2633,3,Rural,263450000
2064,3,Rural,206550000
829,4,Suburb,83100000
1125,3,Suburb,112650000
815,2,Rural,81600000
910,3,Rural,91150000
906,2,Rural,90700000
1082,4,Suburb,108400000
1068,3,Suburb,106950000
2020,5,Urban,204250000
2066,5,Urban,208850000
1397,2,Urban,141800000
1598,2,Rural,159900000
2082,4,Suburb,208400000
1972,3,Urban,199350000
2690,2,Urban,271100000
2811,2,Urban,283200000
1225,4,Urban,124700000
2525,3,Rural,252650000
2933,3,Suburb,293450000
2039,2,Suburb,204000000
917,3,Suburb,91850000
1398,3,Urban,141950000
2887,3,Rural,288850000
1984,5,Rural,198650000
1463,3,Rural,146450000
2942,5,Suburb,294450000
2381,3,Suburb,238250000
1449,3,Rural,145050000
2289,3,Urban,231050000
1087,2,Suburb,108800000
2499,2,Suburb,250000000
1211,5,Urban,123350000
1841,3,Urban,186250000
935,5,Suburb,93750000
2825,3,Urban,284650000
1558,4,Urban,158000000
2071,5,Urban,209350000
1824,2,Urban,184500000
1180,4,Urban,120200000
2328,2,Rural,232900000
1605,4,Suburb,160700000
1275,4,Rural,127700000
1753,4,Rural,175500000
1648,5,Rural,165050000
1696,5,Suburb,169850000
831,2,Suburb,83200000
2727,5,Suburb,272950000
2965,2,Rural,296600000
990,3,Suburb,99150000
2570,2,Rural,257100000
2573,2,Urban,259400000
2921,5,Suburb,292350000
1422,2,Urban,144300000
1926,5,Rural,192850000
1385,2,Suburb,138600000
1272,3,Suburb,127350000
2587,5,Urban,260950000
913,5,Rural,91550000
2202,3,Rural,220350000
2136,5,Suburb,213850000
1138,2,Suburb,113900000
1996,4,Suburb,199800000
878,5,Suburb,88050000
1263,4,Suburb,126500000
2721,2,Rural,272200000
2787,3,Suburb,278850000
1361,5,Urban,138350000
1084,4,Suburb,108600000
1022,3,Suburb,102350000
2089,3,Rural,209050000
2490,5,Rural,249250000
2056,4,Rural,205800000
1627,5,Urban,164950000
1627,2,Rural,162800000
2760,3,Suburb,276150000
2765,4,Rural,276700000
1413,5,Urban,143550000
1362,3,Suburb,136350000
2899,5,Suburb,290150000
2544,4,Urban,256600000
2605,2,Rural,260600000
2768,2,Rural,276900000
1530,2,Rural,153100000
1056,5,Rural,105850000
984,3,Urban,100550000
2992,2,Urban,301300000
2831,2,Rural,283200000
2513,2,Urban,253400000
1045,2,Suburb,104600000
1665,4,Rural,166700000
2887,4,Suburb,288900000
1400,3,Suburb,140150000
1761,4,Suburb,176300000
2241,4,Rural,224300000
2856,4,Rural,285800000
2931,5,Rural,293350000
1332,4,Urban,135400000
1788,5,Rural,179050000
2842,5,Suburb,284450000
1157,4,Rural,115900000
1177,5,Urban,119950000
1848,2,Rural,184900000
1192,3,Urban,121350000
1926,4,Suburb,192800000
1501,4,Suburb,150300000
2233,3,Suburb,223450000
1583,4,Suburb,158500000
2628,4,Suburb,263000000
1782,3,Suburb,178350000
1842,5,Urban,186450000
1971,2,Suburb,197200000
1661,5,Rural,166350000
2676,2,Urban,269700000
2635,3,Urban,265650000
2498,5,Rural,250050000
912,5,Rural,91450000
2485,2,Rural,248600000
2422,2,Rural,242300000
2222,2,Rural,222300000
1661,2,Suburb,166200000
2732,4,Urban,275400000
1307,3,Rural,130850000
2467,2,Rural,246800000
1265,5,Urban,128750000
1921,5,Urban,194350000
1089,5,Suburb,109150000
2562,2,Urban,258300000
2666,3,Rural,266750000
1516,4,Urban,153800000
2200,2,Rural,220100000
1366,2,Urban,138700000
2273,4,Urban,229500000
1793,3,Suburb,179450000
1940,2,Rural,194100000
2787,5,Suburb,278950000
2793,5,Suburb,279550000
2609,2,Rural,261000000
2004,3,Urban,202550000
1758,5,Suburb,176050000
2516,5,Urban,253850000
1812,4,Urban,183400000
2618,3,Suburb,261950000
2110,2,Suburb,211100000
1274,4,Suburb,127600000
1417,4,Urban,143900000
1440,4,Rural,144200000
961,3,Rural,96250000
2803,3,Suburb,280450000
2782,3,Urban,280350000
1524,2,Suburb,152500000
1268,3,Urban,128950000
2609,4,Rural,261100000
820,5,Rural,82250000
1059,2,Suburb,106000000
1939,2,Suburb,194000000
2236,2,Rural,223700000
1336,4,Urban,135800000
1751,3,Rural,175250000
2779,4,Urban,280100000
2640,5,Suburb,264250000
2656,3,Rural,265750000
1650,5,Suburb,165250000
2771,2,Rural,277200000
2080,2,Suburb,208100000
1991,4,Rural,199300000
1332,3,Rural,133350000
2862,2,Suburb,286300000
2897,4,Rural,289900000
1103,5,Rural,110550000
1215,4,Rural,121700000
1104,3,Rural,110550000
1612,3,Suburb,161350000
2784,3,Suburb,278550000
1512,2,Rural,151300000
2481,4,Rural,248300000
2133,5,Suburb,213550000
974,3,Rural,97550000
1889,4,Urban,191100000
2216,2,Suburb,221700000
2787,5,Rural,278950000
1557,5,Urban,157950000
2572,5,Rural,257450000
970,2,Rural,97100000
1874,3,Rural,187550000
2151,2,Urban,217200000
1464,5,Urban,148650000
1391,4,Suburb,139300000
1968,5,Rural,197050000
2148,4,Rural,215000000
1647,2,Urban,166800000
1293,2,Rural,129400000
1345,2,Rural,134600000
2290,4,Rural,229200000
1703,2,Urban,172400000
2340,3,Rural,234150000
1683,5,Rural,168550000
1704,3,Suburb,170550000
1419,4,Rural,142100000
1752,2,Urban,177300000
1119,5,Urban,114150000
1675,2,Rural,167600000
2700,2,Suburb,270100000
1552,5,Rural,155450000
2179,5,Rural,218150000
1837,3,Rural,183850000
870,3,Urban,89150000
2635,3,Rural,263650000
2346,3,Urban,236750000
905,3,Suburb,90650000
1569,4,Rural,157100000
2809,4,Urban,283100000
2992,2,Urban,301300000
2173,2,Urban,219400000
2509,3,Rural,251050000
1015,2,Suburb,101600000
1916,4,Urban,193800000
1059,4,Rural,106100000
1733,2,Urban,175400000
1374,3,Urban,139550000
2364,4,Rural,236600000
2610,5,Urban,263250000
1084,5,Urban,110650000
2754,2,Rural,275500000
869,3,Suburb,87050000
1178,2,Suburb,117900000
2102,3,Suburb,210350000
1054,3,Suburb,105550000
2507,5,Rural,250950000
1491,4,Rural,149300000
2087,4,Suburb,208900000
1633,2,Rural,163400000
2835,2,Suburb,283600000
2767,3,Urban,278850000
899,4,Urban,92100000
2652,3,Urban,267350000
2371,5,Suburb,237350000
911,5,Urban,93350000
982,3,Suburb,98350000
964,3,Rural,96550000
2937,3,Urban,295850000
2823,3,Urban,284450000
1254,3,Urban,127550000
2822,5,Rural,282450000
1526,5,Suburb,152850000
